162,663732496,80585943
163,445767399,935545711
161,836384116,279815891
164,1005658627,718816326
157,574571853,212584259
156,227790779,175610448
242,523010557,756495416
160,47330762,549108472
185,404853817,192827604
286,738157940,505610360
171,667628742,631168507
159,447231848,581806600
179,663581418,1030891446
239,289015602,455242749
169,1066559996,552818460
171,547558172,313706149
179,150788774,169688734
221,383375781,317697605
170,514435667,218453101
160,425587927,195915593
175,690697901,337560989
155,531719080,56080681
161,1009821859,748057574
183,617177880,711474015
256,721047127,45348222
346,933422698,651469218
168,314939553,858526090
172,161438019,26020794
174,860369573,435174515
157,996837673,937087408
269,215567876,598779207
257,25770109,923378723
175,336130963,1025331852
170,308597866,544962725
258,134682487,927496639
251,598078265,657350719
171,785878504,106240925
169,907726084,525149970
234,650342728,5814356
242,35758269,802130546
177,638927880,833604071
241,875956731,195989055
158,754271153,432132017
176,442128641,851379264
168,682857069,580637451
165,352665495,787301644
161,781440306,674404854
164,134201074,88617391
158,295033247,287795634
164,140504079,249903418
250,751122728,545336708
170,1060430918,314846235
160,605088163,301435830
161,301230392,575495956
446,925202018,24465572
164,741576443,934486876
176,311149335,419603805
178,557379407,226338471
158,366040932,999900251
169,672117299,116760434
175,666155292,12605402
161,318526500,770001688
148,494093268,528427739
162,937093039,904102265
164,630772074,731388170
163,930399048,563257353
169,682272436,168172329
158,47332371,157300104
409,1032507674,119708371
155,527389971,316087417
150,919690496,618559393
160,200399949,27326231
160,498208250,257916825
306,347245198,906530442
181,891144229,827115894
155,623904053,290740576
149,435347791,104362196
162,1014182730,111188747
149,730106488,881017754
158,532302798,794376915
159,216707322,182408274
174,729612827,95776073
161,459056112,1023170433
160,408078482,314173013
166,6339195,29029244
158,767560952,39890227
159,775682790,592526523
165,363708022,108900078
169,178185617,1019054766
220,450853731,648285199
226,1052866175,793400221
169,1058549830,633564127
161,762530816,220967804
202,179172660,716044809
157,534380883,772698160
158,37124501,604384229
166,976611103,241855194
170,285184153,63452575
159,138368279,35848057
248,633675911,309390654
430,631305278,74415674
158,422204416,672948503
159,798987466,957072458
158,389140690,305484786
167,1005266983,582587680
163,816754901,30201448
251,740906394,878433469
163,173711518,832459605
162,987966486,155604060
160,115138978,222609532
211,40033058,651784752
168,235230857,324005411
167,162562907,83901071
172,175410917,646597160
157,456325111,1017969429
243,895878783,595654075
182,984640224,20797264
171,614539150,422483988
167,1027066255,1025919873
163,834312366,213564500
161,201059414,3519012
211,829169720,462372571
157,100578451,318756167
175,357434556,969550841
210,84068792,949946659
165,699394351,389912059
159,325692648,760861640
166,241429600,610563103
280,1025146099,41429411
188,986755507,367678725
186,359556684,893801926
168,349886767,523411413
161,224154563,655632464
175,243195988,282411051
168,493954224,1055287973
166,832775673,396836914
420,274130545,416659216
190,92367655,883325057
238,1033273087,821170126
172,344660729,1001529838
177,784037711,366090627
172,628240548,1034274530
173,482812231,975805150
179,103280401,681236592
178,375715023,770497035
171,639609969,295898434
173,864232,536853393
176,724155293,335550551
161,891787777,662920234
171,512200357,357512931
