686,998264228,1021271979
222,29535271,805463671
852,705404461,1053753151
389,987451590,41381215
371,156124980,519122622
352,232068844,136391761
408,380996093,206922179
297,269726367,179791268
463,555048197,208228900
407,44601456,317710482
592,461938843,528228217
203,984815799,224122183
371,101128760,344558544
260,307875402,531277132
574,470628369,415461578
611,238417891,879750656
333,384253694,180676434
685,322488851,421560846
556,63096656,75506096
389,936349994,334508494
352,913595935,107536218
426,438347893,265331166
352,421082186,692860154
370,487155704,431512959
315,538292243,351635946
223,211019615,166312700
370,672893669,61789600
445,936606711,503916818
352,716703057,308834774
241,272425520,694761752
537,734232814,344072612
426,195307686,303075860
333,361642643,134610467
352,255804209,487721036
222,230769366,392713990
445,562540062,716479374
723,93371860,966319682
574,720982273,869941402
408,1005277055,135840516
352,23043329,502382464
426,705740788,436276144
352,177943442,425250082
926,74064826,820399498
370,594014702,464031234
333,795844612,817082651
259,843610784,166501389
259,893005641,383240886
612,518861492,900247719
204,1816009,983976747
630,829913024,1004192352
574,421485591,512127427
315,929196178,748615389
371,259286233,692616620
500,423203688,113162991
408,697074228,594975950
333,173139002,797115332
482,137329296,218267077
204,204704247,972986928
463,1059444401,949314622
648,332667517,1011686855
333,715232204,879075255
667,400912686,259170335
352,890436115,853766894
593,246938994,186922687
370,343467742,854121486
592,355861960,346549781
482,762971741,97837275
426,502396627,628781729
371,103253766,41632016
296,294024298,924908159
463,927669674,381640624
463,52169698,571921275
482,723819959,406331285
351,908180512,657021474
259,952386531,956036386
833,269236391,730746411
352,47945304,606482015
370,178553856,364350393
666,120240595,154770999
315,1041432557,230042610
741,56062830,3870064
314,426886164,965387785
519,892951763,506396333
555,1053055983,870313875
575,79434733,291825999
500,1051962620,945123942
389,471123084,456711999
592,331987423,907099914
445,226338276,377289347
259,738380002,509580889
407,34049344,280722704
223,18611099,141218376
333,872788095,792283561
444,315525336,843199080
463,471326988,610753623
648,257460731,818344007
389,933786775,516054950
481,700577430,444718616
556,400243137,259825568
352,520450457,705952873
204,256772476,697248832
352,640974615,62725539
296,942444462,354109389
352,743422630,137688363
926,104079713,412909736
555,327561236,634647452
408,517921795,459109021
204,20768110,878123135
648,913018615,263499679
315,424535013,932955537
204,768398929,1073494565
296,239969143,385182039
204,115971584,64366788
204,857021077,814114228
222,99465423,932374533
370,391453103,869948456
352,91268644,868007494
500,89835464,248209106
352,113734961,993285943
259,3855535,1056253562
296,1020751182,375375043
278,342435005,115931605
649,476324339,849075742
241,813321748,967522520
407,454455109,971944107
352,781045392,793445132
407,99633183,685293566
592,701483173,95174971
315,176104221,703277362
407,882432662,436642601
333,536384217,461837069
352,450514116,851458539
315,301570611,138202259
241,581233572,727917709
278,607307779,365687953
222,536253812,1056222422
204,1039440968,372561246
630,662305131,1059729561
222,771614126,948771831
204,789931456,654949467
222,1024689706,539236553
666,115338527,658656765
315,1053373903,694114962
241,164563478,930716525
370,1015538334,1001886480
408,787653963,628955766
278,237911047,500332318
389,991217667,35140195
315,118489191,759995409
722,891109159,994115953
370,365709427,367760238
537,201861132,675659625
352,197459195,392720141
222,200111775,110159517
296,284277014,428600329
482,106801325,940156867
315,539666576,959217021
371,976018620,869604722
482,1023454740,567766079
555,617655216,330787032
277,142194971,828716222
426,592494142,206028877
463,207801470,579665020
259,1067287656,791627961
482,812833065,907767459
426,267157382,645341808
315,990421881,695383766
352,254106634,347029089
352,1072027963,498385605
426,408374407,114311221
408,924316227,719823687
278,652180507,557304370
426,1014881330,754200154
334,186696918,409446576
296,218427604,991587400
333,432757525,111231611
593,592329437,472551044
204,906626285,267439372
203,899745270,651638496
278,421669239,488355339
204,982456275,910357988
500,399420236,566488293
333,1029398532,178365065
500,739737871,809967435
389,1073272242,221929945
333,281551337,496151041
315,159929162,246691646
482,443402553,407539969
815,348831800,31707104
352,810814795,553841011
407,720214206,1035012091
389,621894334,567774163
222,1035221157,1045009688
222,41649070,914154966
407,250740160,823003941
574,175556224,509887658
204,570006319,698174479
408,516429240,941344413
352,778994258,919397572
315,17398864,1041628169
371,776263976,367104574
851,967709688,928161203
222,666027357,282794057
389,859227507,279114328
593,56643369,414638502
315,176652520,705375116
222,603380626,673975122
389,154820069,375688509
223,969796148,1062492359
315,454248670,367387252
314,897354175,935292826
223,555833623,1050241454
222,761198225,28875871
333,334510090,183089222
463,844044029,271830796
315,424709241,755604643
333,601752541,50567907
425,1066881020,619069303
389,657451071,872699196
352,541210602,74056696
574,552974999,334557374
222,577137830,725080684
204,485739159,765716300
556,109042426,880436303
629,850200880,469679146
666,246050768,479452393
166,757184605,954226678
389,123393540,123809524
444,494752965,1058568409
334,748955541,988216186
500,26477216,875303582
611,861568109,18199373
370,568023666,165984254
574,978711199,57115242
352,1067422770,956601301
333,730736936,753704197
574,982066653,531649717
204,256720075,262773552
314,628965620,55814351
222,478993526,366512376
444,200792329,246866965
297,539775421,392944761
278,115656638,494904944
463,1028302510,16817678
314,472030122,304530510
315,499626055,168068667
222,435590932,121448307
371,247037873,405503172
444,276979202,578193784
389,908764668,72475633
482,1067939751,964806257
241,709604381,470312943
630,141619855,774107092
463,557574628,390443483
