278,998264228,1021271979
278,29535271,805463671
296,705404461,1053753151
389,987451590,41381215
314,156124980,519122622
259,232068844,136391761
277,380996093,206922179
185,269726367,179791268
260,555048197,208228900
444,44601456,317710482
278,461938843,528228217
204,984815799,224122183
260,101128760,344558544
278,307875402,531277132
278,470628369,415461578
277,238417891,879750656
296,384253694,180676434
241,322488851,421560846
333,63096656,75506096
277,936349994,334508494
315,913595935,107536218
315,438347893,265331166
259,421082186,692860154
315,487155704,431512959
148,538292243,351635946
259,211019615,166312700
222,672893669,61789600
204,936606711,503916818
297,716703057,308834774
278,272425520,694761752
352,734232814,344072612
278,195307686,303075860
204,361642643,134610467
296,255804209,487721036
260,230769366,392713990
259,562540062,716479374
315,93371860,966319682
315,720982273,869941402
315,1005277055,135840516
259,23043329,502382464
241,705740788,436276144
314,177943442,425250082
277,74064826,820399498
278,594014702,464031234
296,795844612,817082651
167,843610784,166501389
241,893005641,383240886
333,518861492,900247719
223,1816009,983976747
278,829913024,1004192352
296,421485591,512127427
204,929196178,748615389
297,259286233,692616620
296,423203688,113162991
278,697074228,594975950
296,173139002,797115332
260,137329296,218267077
408,204704247,972986928
277,1059444401,949314622
296,332667517,1011686855
259,715232204,879075255
297,400912686,259170335
278,890436115,853766894
241,246938994,186922687
148,343467742,854121486
445,355861960,346549781
277,762971741,97837275
296,502396627,628781729
277,103253766,41632016
278,294024298,924908159
278,927669674,381640624
278,52169698,571921275
259,723819959,406331285
241,908180512,657021474
278,952386531,956036386
203,269236391,730746411
278,47945304,606482015
407,178553856,364350393
278,120240595,154770999
296,1041432557,230042610
277,56062830,3870064
240,426886164,965387785
352,892951763,506396333
278,1053055983,870313875
241,79434733,291825999
315,1051962620,945123942
278,471123084,456711999
352,331987423,907099914
204,226338276,377289347
334,738380002,509580889
297,34049344,280722704
260,18611099,141218376
278,872788095,792283561
278,315525336,843199080
314,471326988,610753623
333,257460731,818344007
315,933786775,516054950
259,700577430,444718616
278,400243137,259825568
259,520450457,705952873
204,256772476,697248832
259,640974615,62725539
260,942444462,354109389
222,743422630,137688363
333,104079713,412909736
315,327561236,634647452
278,517921795,459109021
222,20768110,878123135
259,913018615,263499679
296,424535013,932955537
222,768398929,1073494565
314,239969143,385182039
389,115971584,64366788
148,857021077,814114228
223,99465423,932374533
278,391453103,869948456
278,91268644,868007494
277,89835464,248209106
222,113734961,993285943
500,3855535,1056253562
296,1020751182,375375043
297,342435005,115931605
314,476324339,849075742
315,813321748,967522520
296,454455109,971944107
315,781045392,793445132
296,99633183,685293566
426,701483173,95174971
260,176104221,703277362
241,882432662,436642601
296,536384217,461837069
222,450514116,851458539
204,301570611,138202259
240,581233572,727917709
222,607307779,365687953
241,536253812,1056222422
222,1039440968,372561246
278,662305131,1059729561
223,771614126,948771831
260,789931456,654949467
203,1024689706,539236553
352,115338527,658656765
204,1053373903,694114962
222,164563478,930716525
278,1015538334,1001886480
241,787653963,628955766
129,237911047,500332318
408,991217667,35140195
167,118489191,759995409
296,891109159,994115953
389,365709427,367760238
259,201861132,675659625
278,197459195,392720141
222,200111775,110159517
241,284277014,428600329
463,106801325,940156867
389,539666576,959217021
278,976018620,869604722
241,1023454740,567766079
204,617655216,330787032
314,142194971,828716222
389,592494142,206028877
223,207801470,579665020
278,1067287656,791627961
445,812833065,907767459
278,267157382,645341808
259,990421881,695383766
426,254106634,347029089
204,1072027963,498385605
389,408374407,114311221
277,924316227,719823687
278,652180507,557304370
296,1014881330,754200154
277,186696918,409446576
296,218427604,991587400
334,432757525,111231611
222,592329437,472551044
203,906626285,267439372
222,899745270,651638496
222,421669239,488355339
222,982456275,910357988
204,399420236,566488293
278,1029398532,178365065
315,739737871,809967435
315,1073272242,221929945
389,281551337,496151041
296,159929162,246691646
260,443402553,407539969
315,348831800,31707104
315,810814795,553841011
278,720214206,1035012091
259,621894334,567774163
389,1035221157,1045009688
297,41649070,914154966
241,250740160,823003941
259,175556224,509887658
222,570006319,698174479
204,516429240,941344413
204,778994258,919397572
259,17398864,1041628169
315,776263976,367104574
314,967709688,928161203
204,666027357,282794057
537,859227507,279114328
278,56643369,414638502
278,176652520,705375116
204,603380626,673975122
519,154820069,375688509
203,969796148,1062492359
278,454248670,367387252
315,897354175,935292826
204,555833623,1050241454
203,761198225,28875871
259,334510090,183089222
426,844044029,271830796
204,424709241,755604643
296,601752541,50567907
259,1066881020,619069303
222,657451071,872699196
333,541210602,74056696
408,552974999,334557374
278,577137830,725080684
240,485739159,765716300
241,109042426,880436303
260,850200880,469679146
